t,U,P,grad = 1.730000 -0.150029 -0.010425 -0.043958
t,U,P,grad = 1.735000 -0.150247 -0.010444 -0.043794
t,U,P,grad = 1.740000 -0.150464 -0.010463 -0.04363
t,U,P,grad = 1.745000 -0.150681 -0.010483 -0.043465
t,U,P,grad = 1.750000 -0.150896 -0.010502 -0.043301
t,U,P,grad = 1.755000 -0.151111 -0.010522 -0.043136
t,U,P,grad = 1.760000 -0.151325 -0.010541 -0.042972
t,U,P,grad = 1.765000 -0.151539 -0.010561 -0.042808
t,U,P,grad = 1.770000 -0.151751 -0.010580 -0.042643
t,U,P,grad = 1.775000 -0.151963 -0.010600 -0.042478
t,U,P,grad = 1.780000 -0.152173 -0.010620 -0.042314
t,U,P,grad = 1.785000 -0.152383 -0.010639 -0.04215
t,U,P,grad = 1.790000 -0.152592 -0.010659 -0.041985
t,U,P,grad = 1.795000 -0.152801 -0.010679 -0.04182
t,U,P,grad = 1.800000 -0.153008 -0.010699 -0.041656
t,U,P,grad = 1.805000 -0.153215 -0.010719 -0.041491
t,U,P,grad = 1.810000 -0.153420 -0.010739 -0.041327
t,U,P,grad = 1.815000 -0.153625 -0.010759 -0.041163
t,U,P,grad = 1.820000 -0.153830 -0.010779 -0.040998
t,U,P,grad = 1.825000 -0.154033 -0.010799 -0.040834
t,U,P,grad = 1.830000 -0.154236 -0.010819 -0.040669
t,U,P,grad = 1.835000 -0.154437 -0.010839 -0.040505
t,U,P,grad = 1.840000 -0.154638 -0.010859 -0.040341
t,U,P,grad = 1.845000 -0.154838 -0.010880 -0.040177
t,U,P,grad = 1.850000 -0.155037 -0.010900 -0.040013
t,U,P,grad = 1.855000 -0.155236 -0.010920 -0.039849
t,U,P,grad = 1.860000 -0.155433 -0.010940 -0.039685
t,U,P,grad = 1.865000 -0.155630 -0.010961 -0.039521
t,U,P,grad = 1.870000 -0.155826 -0.010981 -0.039357
t,U,P,grad = 1.875000 -0.156021 -0.011002 -0.039194
t,U,P,grad = 1.880000 -0.156216 -0.011022 -0.03903
t,U,P,grad = 1.885000 -0.156409 -0.011043 -0.038867
t,U,P,grad = 1.890000 -0.156602 -0.011063 -0.038704
t,U,P,grad = 1.895000 -0.156794 -0.011084 -0.038541
t,U,P,grad = 1.900000 -0.156985 -0.011104 -0.038378
t,U,P,grad = 1.905000 -0.157175 -0.011125 -0.038216
t,U,P,grad = 1.910000 -0.157365 -0.011146 -0.038053
t,U,P,grad = 1.915000 -0.157553 -0.011166 -0.037891
t,U,P,grad = 1.920000 -0.157741 -0.011187 -0.037728
t,U,P,grad = 1.925000 -0.157928 -0.011208 -0.037566
t,U,P,grad = 1.930000 -0.158114 -0.011229 -0.037405
t,U,P,grad = 1.935000 -0.158300 -0.011249 -0.037243
t,U,P,grad = 1.940000 -0.158484 -0.011270 -0.037082
t,U,P,grad = 1.945000 -0.158668 -0.011291 -0.036921
t,U,P,grad = 1.950000 -0.158851 -0.011312 -0.03676
t,U,P,grad = 1.955000 -0.159033 -0.011333 -0.036599
t,U,P,grad = 1.960000 -0.159215 -0.011354 -0.036438
t,U,P,grad = 1.965000 -0.159395 -0.011375 -0.036278
t,U,P,grad = 1.970000 -0.159575 -0.011396 -0.036118
t,U,P,grad = 1.975000 -0.159754 -0.011417 -0.035958
t,U,P,grad = 1.980000 -0.159932 -0.011438 -0.035799
t,U,P,grad = 1.985000 -0.160110 -0.011459 -0.03564
t,U,P,grad = 1.990000 -0.160286 -0.011480 -0.035481
t,U,P,grad = 1.995000 -0.160462 -0.011501 -0.035322
t,U,P,grad = 2.000000 -0.160637 -0.011522 -0.035163
t,U,P,grad = 2.005000 -0.160811 -0.011544 -0.035005
t,U,P,grad = 2.010000 -0.160985 -0.011565 -0.034847
t,U,P,grad = 2.015000 -0.161157 -0.011586 -0.03469
t,U,P,grad = 2.020000 -0.161329 -0.011607 -0.034532
t,U,P,grad = 2.025000 -0.161500 -0.011628 -0.034376
t,U,P,grad = 2.030000 -0.161671 -0.011650 -0.034219
t,U,P,grad = 2.035000 -0.161840 -0.011671 -0.034062
t,U,P,grad = 2.040000 -0.162009 -0.011692 -0.033906
t,U,P,grad = 2.045000 -0.162177 -0.011714 -0.033751
t,U,P,grad = 2.050000 -0.162344 -0.011735 -0.033595
t,U,P,grad = 2.055000 -0.162511 -0.011756 -0.03344
t,U,P,grad = 2.060000 -0.162676 -0.011777 -0.033286
t,U,P,grad = 2.065000 -0.162841 -0.011799 -0.033131
t,U,P,grad = 2.070000 -0.163005 -0.011820 -0.032978
t,U,P,grad = 2.075000 -0.163169 -0.011842 -0.032824
t,U,P,grad = 2.080000 -0.163331 -0.011863 -0.032671
t,U,P,grad = 2.085000 -0.163493 -0.011885 -0.032518
t,U,P,grad = 2.090000 -0.163654 -0.011906 -0.032365
t,U,P,grad = 2.095000 -0.163814 -0.011928 -0.032213
t,U,P,grad = 2.100000 -0.163974 -0.011949 -0.032061
t,U,P,grad = 2.105000 -0.164133 -0.011970 -0.03191
t,U,P,grad = 2.110000 -0.164291 -0.011992 -0.031759
t,U,P,grad = 2.115000 -0.164448 -0.012014 -0.031608
